,Unnamed: 0,Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season,mlp_modified_pwv,rf_modified_pwv
660,660,0.527962098728285,0.99413954193597,1754,A20191450920,14.78,14.29,Kerman,2019-05-25 09:20:00,209360,2019,5,25,9,20,day,Spring,13.097905334970964,12.314397579780318
661,661,0.622733477111577,0.896226570899088,1191,A20191450920,16.24,16.7,Tehran,2019-05-25 09:20:00,209360,2019,5,25,9,20,day,Spring,17.688514563570315,17.213014031195588
662,662,0.632856386773144,1.04073983296422,990,A20191452120,17.93,16.25,Mashhad,2019-05-25 21:20:00,210080,2019,5,25,21,20,night,Spring,16.35236422459657,15.155414619055808
663,663,0.622733477111577,0.896226570899088,1191,A20191452300,16.65,16.63,Tehran,2019-05-25 23:00:00,210180,2019,5,25,23,0,night,Spring,16.95173635802355,16.960290428557478
664,664,0.515395728113926,0.917694120698618,1491,A20191452300,15.73,21.91,Shiraz,2019-05-25 23:00:00,210180,2019,5,25,23,0,night,Spring,16.42802268566819,15.93773894738019
665,665,0.597949801733257,0.822224610614529,1322,A20191452300,14.22,15.61,Kermanshah,2019-05-25 23:00:00,210180,2019,5,25,23,0,night,Spring,16.33965820572187,15.886353159037364
666,666,0.664621379159441,0.807738377822976,1361,A20191452300,18.32,14.99,Tabriz,2019-05-25 23:00:00,210180,2019,5,25,23,0,night,Spring,16.428967760195054,17.30739724345623
667,667,0.546811654649823,0.84945174694564,22,A20191461000,20.64,16.63,Ahwaz,2019-05-26 10:00:00,210840,2019,5,26,10,0,day,Spring,20.132642445405978,18.78521909541856
668,668,0.573515192205337,1.03323491718064,1491,A20191461000,9.68,9.81,Birjand,2019-05-26 10:00:00,210840,2019,5,26,10,0,day,Spring,11.59501083323146,11.587051412975017
669,669,0.527962098728285,0.99413954193597,1754,A20191461000,10.48,11.46,Kerman,2019-05-26 10:00:00,210840,2019,5,26,10,0,day,Spring,11.643137014137796,11.643951161025525
670,670,0.632856386773144,1.04073983296422,990,A20191462205,18.15,19.77,Mashhad,2019-05-26 22:05:00,211565,2019,5,26,22,5,night,Spring,17.9269881330713,15.815965299548555
671,671,0.51417399763753,1.06255644861415,1370,A20191462205,13.58,11.99,Zahedan,2019-05-26 22:05:00,211565,2019,5,26,22,5,night,Spring,11.094278714875356,11.986555443710126
672,672,0.597949801733257,0.822224610614529,1322,A20191462205,17.69,12.62,Kermanshah,2019-05-26 22:05:00,211565,2019,5,26,22,5,night,Spring,14.945134501049557,13.704082949660878
673,673,0.664621379159441,0.807738377822976,1361,A20191462205,15.67,11.42,Tabriz,2019-05-26 22:05:00,211565,2019,5,26,22,5,night,Spring,14.712068491873344,14.352585503977476
674,674,0.573515192205337,1.03323491718064,1491,A20191470905,14.34,13.28,Birjand,2019-05-27 09:05:00,212225,2019,5,27,9,5,day,Spring,13.710257619207804,12.726179167468755
675,675,0.527962098728285,0.99413954193597,1754,A20191470905,13.37,12.68,Kerman,2019-05-27 09:05:00,212225,2019,5,27,9,5,day,Spring,12.362693983322217,12.33456008706263
676,676,0.622733477111577,0.896226570899088,1191,A20191470905,16.74,11.49,Tehran,2019-05-27 09:05:00,212225,2019,5,27,9,5,day,Spring,14.871034451387132,15.228780890270867
677,677,0.546811654649823,0.84945174694564,22,A20191471045,12.94,21.35,Ahwaz,2019-05-27 10:45:00,212325,2019,5,27,10,45,day,Spring,23.89485098735908,21.809934625750223
678,678,0.632856386773144,1.04073983296422,990,A20191472110,16.4,20.69,Mashhad,2019-05-27 21:10:00,212950,2019,5,27,21,10,night,Spring,18.570897939911976,17.98282861335787
679,679,0.51417399763753,1.06255644861415,1370,A20191472110,10.91,14.5,Zahedan,2019-05-27 21:10:00,212950,2019,5,27,21,10,night,Spring,12.364230939683177,12.10099626100516
680,680,0.622733477111577,0.896226570899088,1191,A20191472245,16.25,14.09,Tehran,2019-05-27 22:45:00,213045,2019,5,27,22,45,night,Spring,15.43497981217345,15.867223540960039
681,681,0.664621379159441,0.807738377822976,1361,A20191472245,15.93,13.66,Tabriz,2019-05-27 22:45:00,213045,2019,5,27,22,45,night,Spring,15.417694806439188,16.52849567781337
682,682,0.566533875197359,0.902509756206268,1550,A20191472250,16.79,15.28,Esfahan,2019-05-27 22:50:00,213050,2019,5,27,22,50,night,Spring,13.138840147182274,12.435722450050159
683,683,0.515395728113926,0.917694120698618,1491,A20191472250,16.04,16.49,Shiraz,2019-05-27 22:50:00,213050,2019,5,27,22,50,night,Spring,13.492209455130071,13.29558215141345
684,684,0.597949801733257,0.822224610614529,1322,A20191472250,14.08,15.05,Kermanshah,2019-05-27 22:50:00,213050,2019,5,27,22,50,night,Spring,15.642705270247648,15.289345450395068
685,685,0.546811654649823,0.84945174694564,22,A20191480950,16.4,22.31,Ahwaz,2019-05-28 09:50:00,213710,2019,5,28,9,50,day,Spring,23.970514208623857,24.084815659626177
686,686,0.622733477111577,0.896226570899088,1191,A20191480950,9.34,6.49,Tehran,2019-05-28 09:50:00,213710,2019,5,28,9,50,day,Spring,11.473627352616566,10.999000862280178
687,687,0.622733477111577,0.896226570899088,1191,A20191482150,12.08,14.01,Tehran,2019-05-28 21:50:00,214430,2019,5,28,21,50,night,Spring,15.515658131650689,15.850077422434989
688,688,0.632856386773144,1.04073983296422,990,A20191482150,17.36,20.74,Mashhad,2019-05-28 21:50:00,214430,2019,5,28,21,50,night,Spring,18.490184042726632,17.91585845668521
689,689,0.515395728113926,0.917694120698618,1491,A20191482155,15.52,19.14,Shiraz,2019-05-28 21:55:00,214435,2019,5,28,21,55,night,Spring,14.879177780193688,13.45227980288391
690,690,0.51417399763753,1.06255644861415,1370,A20191482155,11.61,23.38,Zahedan,2019-05-28 21:55:00,214435,2019,5,28,21,55,night,Spring,16.035780481246185,15.861204288858193
691,691,0.597949801733257,0.822224610614529,1322,A20191482330,12.07,12.04,Kermanshah,2019-05-28 23:30:00,214530,2019,5,28,23,30,night,Spring,14.123996379382724,13.187552757821067
692,692,0.664621379159441,0.807738377822976,1361,A20191482330,15.42,9.68,Tabriz,2019-05-28 23:30:00,214530,2019,5,28,23,30,night,Spring,13.334034034577398,13.529703289666346
693,693,0.622733477111577,0.896226570899088,1191,A20191490855,14.52,16.18,Tehran,2019-05-29 08:55:00,215095,2019,5,29,8,55,day,Spring,17.4575132018125,16.80318859766524
694,694,0.546811654649823,0.84945174694564,22,A20191491030,13.32,23.99,Ahwaz,2019-05-29 10:30:00,215190,2019,5,29,10,30,day,Spring,25.48099891855342,26.27190825243457
695,695,0.566533875197359,0.902509756206268,1550,A20191492235,13.51,12.4,Esfahan,2019-05-29 22:35:00,215915,2019,5,29,22,35,night,Spring,11.945478668563984,11.357491764814247
696,696,0.515395728113926,0.917694120698618,1491,A20191492235,15.74,19.04,Shiraz,2019-05-29 22:35:00,215915,2019,5,29,22,35,night,Spring,14.835869806246317,13.008421860009632
697,697,0.51417399763753,1.06255644861415,1370,A20191492235,15.79,25.7,Zahedan,2019-05-29 22:35:00,215915,2019,5,29,22,35,night,Spring,16.97095189860343,19.03088934571587
698,698,0.546811654649823,0.84945174694564,22,A20191500935,11.37,7.45,Ahwaz,2019-05-30 09:35:00,216575,2019,5,30,9,35,day,Spring,12.77318826969006,13.102230517294416
699,699,0.573515192205337,1.03323491718064,1491,A20191500935,16.37,24.9,Birjand,2019-05-30 09:35:00,216575,2019,5,30,9,35,day,Spring,19.652958839939703,18.30441756051273
700,700,0.622733477111577,0.896226570899088,1191,A20191500940,15.82,16.39,Tehran,2019-05-30 09:40:00,216580,2019,5,30,9,40,day,Spring,18.00110317893083,17.022754350166853
701,701,0.566533875197359,0.902509756206268,1550,A20191502140,13.45,10.46,Esfahan,2019-05-30 21:40:00,217300,2019,5,30,21,40,night,Spring,11.147731346959038,11.040839899078495
702,702,0.51417399763753,1.06255644861415,1370,A20191502140,17.67,22.11,Zahedan,2019-05-30 21:40:00,217300,2019,5,30,21,40,night,Spring,15.540581057082468,15.78625779869109
703,703,0.664621379159441,0.807738377822976,1361,A20191502315,12.05,14.58,Tabriz,2019-05-30 23:15:00,217395,2019,5,30,23,15,night,Spring,15.988633623526333,17.112871062334943
704,704,0.597949801733257,0.822224610614529,1322,A20191502320,9.68,7.33,Kermanshah,2019-05-30 23:20:00,217400,2019,5,30,23,20,night,Spring,11.72807804626939,11.79254288286424
705,705,0.527962098728285,0.99413954193597,1754,A20191510840,11.56,12.26,Kerman,2019-05-31 08:40:00,217960,2019,5,31,8,40,day,Spring,11.908300516800812,11.5692430683547
706,706,0.546811654649823,0.84945174694564,22,A20191511020,19.42,9.18,Ahwaz,2019-05-31 10:20:00,218060,2019,5,31,10,20,day,Spring,14.685890880653464,14.076645222846357
707,707,0.51417399763753,1.06255644861415,1370,A20191512225,17.38,21.28,Zahedan,2019-05-31 22:25:00,218785,2019,5,31,22,25,night,Spring,15.006191937352062,15.753054618982732
708,708,0.597949801733257,0.822224610614529,1322,A20191512225,12.29,7.48,Kermanshah,2019-05-31 22:25:00,218785,2019,5,31,22,25,night,Spring,11.890455095733255,11.619055770117656
709,709,0.546811654649823,0.84945174694564,22,A20191520925,18.1,14.55,Ahwaz,2019-06-01 09:25:00,219445,2019,6,1,9,25,day,Summer,17.047907045667895,18.085726954171577
710,710,0.573515192205337,1.03323491718064,1491,A20191520925,16.02,16.31,Birjand,2019-06-01 09:25:00,219445,2019,6,1,9,25,day,Summer,15.262116107603484,14.899707412274372
711,711,0.527962098728285,0.99413954193597,1754,A20191520925,14.11,13.28,Kerman,2019-06-01 09:25:00,219445,2019,6,1,9,25,day,Summer,12.63357165103942,12.660365590014544
712,712,0.622733477111577,0.896226570899088,1191,A20191520925,16.46,18.47,Tehran,2019-06-01 09:25:00,219445,2019,6,1,9,25,day,Summer,17.586279352908168,18.97614714499332
713,713,0.51417399763753,1.06255644861415,1370,A20191522130,17.16,13.21,Zahedan,2019-06-01 21:30:00,220170,2019,6,1,21,30,night,Summer,12.0511858704593,11.668525738639227
714,714,0.566533875197359,0.902509756206268,1550,A20191522305,19.78,16.01,Esfahan,2019-06-01 23:05:00,220265,2019,6,1,23,5,night,Summer,14.228932540869712,14.68722231453766
715,715,0.515395728113926,0.917694120698618,1491,A20191522305,6.78,10.73,Shiraz,2019-06-01 23:05:00,220265,2019,6,1,23,5,night,Summer,11.572574778669985,12.252200564532638
716,716,0.597949801733257,0.822224610614529,1322,A20191522305,13.47,9.12,Kermanshah,2019-06-01 23:05:00,220265,2019,6,1,23,5,night,Summer,13.2686869278273,12.247694709072439
717,717,0.664621379159441,0.807738377822976,1361,A20191522305,9.36,7.78,Tabriz,2019-06-01 23:05:00,220265,2019,6,1,23,5,night,Summer,12.872475158597643,11.461178157363726
718,718,0.573515192205337,1.03323491718064,1491,A20191530830,11.34,14.54,Birjand,2019-06-02 08:30:00,220830,2019,6,2,8,30,day,Summer,14.35675451020351,12.956851543832272
719,719,0.546811654649823,0.84945174694564,22,A20191531005,17.43,13.24,Ahwaz,2019-06-02 10:05:00,220925,2019,6,2,10,5,day,Summer,16.509245899273996,17.472929899625285
720,720,0.622733477111577,0.896226570899088,1191,A20191531010,14.0,10.25,Tehran,2019-06-02 10:10:00,220930,2019,6,2,10,10,day,Summer,13.48803109072777,14.6086230121064
721,721,0.622733477111577,0.896226570899088,1191,A20191532210,13.86,6.91,Tehran,2019-06-02 22:10:00,221650,2019,6,2,22,10,night,Summer,12.157086452000469,12.572796138757923
722,722,0.515395728113926,0.917694120698618,1491,A20191532210,9.84,16.43,Shiraz,2019-06-02 22:10:00,221650,2019,6,2,22,10,night,Summer,14.379571097068116,14.63144547080435
723,723,0.632856386773144,1.04073983296422,990,A20191532210,30.06,17.89,Mashhad,2019-06-02 22:10:00,221650,2019,6,2,22,10,night,Summer,17.372361958035803,15.16256700912058
724,724,0.51417399763753,1.06255644861415,1370,A20191532210,14.06,25.17,Zahedan,2019-06-02 22:10:00,221650,2019,6,2,22,10,night,Summer,17.373428897323496,18.102509324568167
725,725,0.664621379159441,0.807738377822976,1361,A20191532210,12.3,15.72,Tabriz,2019-06-02 22:10:00,221650,2019,6,2,22,10,night,Summer,17.003899092408925,17.57756524824357
726,726,0.546811654649823,0.84945174694564,22,A20191540910,21.15,13.31,Ahwaz,2019-06-03 09:10:00,222310,2019,6,3,9,10,day,Summer,16.080758149289984,17.298085549397786
727,727,0.573515192205337,1.03323491718064,1491,A20191540910,12.2,10.54,Birjand,2019-06-03 09:10:00,222310,2019,6,3,9,10,day,Summer,12.188978885288735,12.309782329028184
728,728,0.527962098728285,0.99413954193597,1754,A20191540910,11.54,12.59,Kerman,2019-06-03 09:10:00,222310,2019,6,3,9,10,day,Summer,12.447873923591082,12.798113602909416
729,729,0.622733477111577,0.896226570899088,1191,A20191540915,12.7,10.39,Tehran,2019-06-03 09:15:00,222315,2019,6,3,9,15,day,Summer,13.350822625847323,14.690680869020932
730,730,0.632856386773144,1.04073983296422,990,A20191542115,18.51,21.02,Mashhad,2019-06-03 21:15:00,223035,2019,6,3,21,15,night,Summer,19.110857602175223,17.0010268844402
731,731,0.51417399763753,1.06255644861415,1370,A20191542115,20.31,18.84,Zahedan,2019-06-03 21:15:00,223035,2019,6,3,21,15,night,Summer,14.703858087650362,14.044619611258312
732,732,0.622733477111577,0.896226570899088,1191,A20191542255,10.57,12.26,Tehran,2019-06-03 22:55:00,223135,2019,6,3,22,55,night,Summer,14.705660258562006,13.683321639610531
733,733,0.515395728113926,0.917694120698618,1491,A20191542255,14.87,21.82,Shiraz,2019-06-03 22:55:00,223135,2019,6,3,22,55,night,Summer,16.299033760660556,15.415698926315264
734,734,0.597949801733257,0.822224610614529,1322,A20191542255,11.2,8.66,Kermanshah,2019-06-03 22:55:00,223135,2019,6,3,22,55,night,Summer,12.679029723070878,11.96227373377737
735,735,0.664621379159441,0.807738377822976,1361,A20191542255,14.87,21.46,Tabriz,2019-06-03 22:55:00,223135,2019,6,3,22,55,night,Summer,19.176822213681035,18.80917426711011
736,736,0.546811654649823,0.84945174694564,22,A20191550955,23.3,16.64,Ahwaz,2019-06-04 09:55:00,223795,2019,6,4,9,55,day,Summer,19.29083210198256,19.1656285844754
737,737,0.573515192205337,1.03323491718064,1491,A20191550955,12.84,18.4,Birjand,2019-06-04 09:55:00,223795,2019,6,4,9,55,day,Summer,16.29714733771697,15.273720320406925
738,738,0.527962098728285,0.99413954193597,1754,A20191550955,6.7,6.67,Kerman,2019-06-04 09:55:00,223795,2019,6,4,9,55,day,Summer,8.923979349345954,8.172269814101957
739,739,0.622733477111577,0.896226570899088,1191,A20191550955,16.53,15.14,Tehran,2019-06-04 09:55:00,223795,2019,6,4,9,55,day,Summer,16.153868128580456,17.42593006619035
740,740,0.622733477111577,0.896226570899088,1191,A20191552200,12.27,16.49,Tehran,2019-06-04 22:00:00,224520,2019,6,4,22,0,night,Summer,17.369792032713715,17.67212571614943
741,741,0.566533875197359,0.902509756206268,1550,A20191552200,11.06,12.45,Esfahan,2019-06-04 22:00:00,224520,2019,6,4,22,0,night,Summer,12.759004585206943,13.18786124263194
742,742,0.515395728113926,0.917694120698618,1491,A20191552200,14.47,18.82,Shiraz,2019-06-04 22:00:00,224520,2019,6,4,22,0,night,Summer,15.57010015849342,14.356728904889652
743,743,0.632856386773144,1.04073983296422,990,A20191552200,20.27,15.9,Mashhad,2019-06-04 22:00:00,224520,2019,6,4,22,0,night,Summer,16.29425664979485,14.54358827212655
744,744,0.51417399763753,1.06255644861415,1370,A20191552200,15.78,12.43,Zahedan,2019-06-04 22:00:00,224520,2019,6,4,22,0,night,Summer,11.630223260750649,12.344714623466649
745,745,0.597949801733257,0.822224610614529,1322,A20191552200,10.18,17.08,Kermanshah,2019-06-04 22:00:00,224520,2019,6,4,22,0,night,Summer,17.54902799115334,16.34131587029893
746,746,0.573515192205337,1.03323491718064,1491,A20191560900,11.44,9.58,Birjand,2019-06-05 09:00:00,225180,2019,6,5,9,0,day,Summer,11.617489239623565,11.069291270004378
747,747,0.527962098728285,0.99413954193597,1754,A20191560900,6.13,7.22,Kerman,2019-06-05 09:00:00,225180,2019,6,5,9,0,day,Summer,9.566887971418351,9.205632476754664
748,748,0.622733477111577,0.896226570899088,1191,A20191560900,16.61,24.67,Tehran,2019-06-05 09:00:00,225180,2019,6,5,9,0,day,Summer,20.95741119996149,20.585686868682068
749,749,0.546811654649823,0.84945174694564,22,A20191561040,21.63,15.88,Ahwaz,2019-06-05 10:40:00,225280,2019,6,5,10,40,day,Summer,19.44633130674244,19.15828376978382
750,750,0.51417399763753,1.06255644861415,1370,A20191562105,13.49,10.46,Zahedan,2019-06-05 21:05:00,225905,2019,6,5,21,5,night,Summer,10.831580834061526,10.858258803145937
751,751,0.622733477111577,0.896226570899088,1191,A20191562240,15.62,18.54,Tehran,2019-06-05 22:40:00,226000,2019,6,5,22,40,night,Summer,18.059360469270235,17.336910771167652
752,752,0.566533875197359,0.902509756206268,1550,A20191562240,11.93,18.16,Esfahan,2019-06-05 22:40:00,226000,2019,6,5,22,40,night,Summer,14.944197032524496,14.072157468265104
753,753,0.632856386773144,1.04073983296422,990,A20191562240,17.82,15.92,Mashhad,2019-06-05 22:40:00,226000,2019,6,5,22,40,night,Summer,16.244625616380095,14.15801907566611
754,754,0.597949801733257,0.822224610614529,1322,A20191562240,14.21,19.57,Kermanshah,2019-06-05 22:40:00,226000,2019,6,5,22,40,night,Summer,18.28792988619732,16.186344456289323
755,755,0.664621379159441,0.807738377822976,1361,A20191562240,20.44,19.26,Tabriz,2019-06-05 22:40:00,226000,2019,6,5,22,40,night,Summer,18.420343579633357,17.314171220932657
756,756,0.515395728113926,0.917694120698618,1491,A20191562245,13.96,18.66,Shiraz,2019-06-05 22:45:00,226005,2019,6,5,22,45,night,Summer,14.90942489940888,14.027902281085465
757,757,0.527962098728285,0.99413954193597,1754,A20191570940,10.39,14.24,Kerman,2019-06-06 09:40:00,226660,2019,6,6,9,40,day,Summer,13.043428736139331,12.923700987450598
758,758,0.546811654649823,0.84945174694564,22,A20191570945,19.41,16.41,Ahwaz,2019-06-06 09:45:00,226665,2019,6,6,9,45,day,Summer,19.326632242318787,19.152164727728156
759,759,0.573515192205337,1.03323491718064,1491,A20191570945,13.14,12.21,Birjand,2019-06-06 09:45:00,226665,2019,6,6,9,45,day,Summer,13.102311732381764,13.050472107856256
760,760,0.622733477111577,0.896226570899088,1191,A20191570945,19.48,14.18,Tehran,2019-06-06 09:45:00,226665,2019,6,6,9,45,day,Summer,15.9771878832557,17.08256257009025
761,761,0.566533875197359,0.902509756206268,1550,A20191572145,15.5,19.31,Esfahan,2019-06-06 21:45:00,227385,2019,6,6,21,45,night,Summer,15.636112835344097,14.364361162278179
762,762,0.632856386773144,1.04073983296422,990,A20191572145,18.61,24.75,Mashhad,2019-06-06 21:45:00,227385,2019,6,6,21,45,night,Summer,20.78833207756082,19.205253445329905
763,763,0.597949801733257,0.822224610614529,1322,A20191572325,16.16,19.84,Kermanshah,2019-06-06 23:25:00,227485,2019,6,6,23,25,night,Summer,18.38689073080808,16.53742073873964
764,764,0.664621379159441,0.807738377822976,1361,A20191572325,18.67,23.13,Tabriz,2019-06-06 23:25:00,227485,2019,6,6,23,25,night,Summer,20.25617769351146,19.699504646025215
765,765,0.527962098728285,0.99413954193597,1754,A20191580845,11.86,10.23,Kerman,2019-06-07 08:45:00,228045,2019,6,7,8,45,day,Summer,10.995173762811566,12.212535344415627
766,766,0.573515192205337,1.03323491718064,1491,A20191580850,16.33,14.66,Birjand,2019-06-07 08:50:00,228050,2019,6,7,8,50,day,Summer,14.523744982648216,13.473109758140438
767,767,0.622733477111577,0.896226570899088,1191,A20191581025,17.68,15.48,Tehran,2019-06-07 10:25:00,228145,2019,6,7,10,25,day,Summer,17.174815606540303,17.78022095183383
768,768,0.515395728113926,0.917694120698618,1491,A20191582230,15.48,23.86,Shiraz,2019-06-07 22:30:00,228870,2019,6,7,22,30,night,Summer,17.512598138927856,16.754855422720016
769,769,0.632856386773144,1.04073983296422,990,A20191582230,21.68,22.1,Mashhad,2019-06-07 22:30:00,228870,2019,6,7,22,30,night,Summer,19.320106192109588,18.0324327810444
770,770,0.51417399763753,1.06255644861415,1370,A20191582230,14.77,15.35,Zahedan,2019-06-07 22:30:00,228870,2019,6,7,22,30,night,Summer,12.69464494773074,11.820327154096288
771,771,0.597949801733257,0.822224610614529,1322,A20191582230,18.33,24.12,Kermanshah,2019-06-07 22:30:00,228870,2019,6,7,22,30,night,Summer,20.572245092713093,19.152394848896574
772,772,0.664621379159441,0.807738377822976,1361,A20191582230,20.88,20.85,Tabriz,2019-06-07 22:30:00,228870,2019,6,7,22,30,night,Summer,19.325505804745557,18.826926382519776
773,773,0.546811654649823,0.84945174694564,22,A20191590930,23.42,14.79,Ahwaz,2019-06-08 09:30:00,229530,2019,6,8,9,30,day,Summer,18.24182536372365,18.270431459470682
774,774,0.573515192205337,1.03323491718064,1491,A20191590930,16.58,13.06,Birjand,2019-06-08 09:30:00,229530,2019,6,8,9,30,day,Summer,13.676854704105816,12.944550670605107
775,775,0.527962098728285,0.99413954193597,1754,A20191590930,14.05,16.45,Kerman,2019-06-08 09:30:00,229530,2019,6,8,9,30,day,Summer,14.27001800281456,13.874250118821204
776,776,0.622733477111577,0.896226570899088,1191,A20191590930,17.29,13.6,Tehran,2019-06-08 09:30:00,229530,2019,6,8,9,30,day,Summer,15.96152724891713,17.038313489530985
777,777,0.515395728113926,0.917694120698618,1491,A20191592135,16.08,26.4,Shiraz,2019-06-08 21:35:00,230255,2019,6,8,21,35,night,Summer,18.875826018022988,19.71711362353788
778,778,0.632856386773144,1.04073983296422,990,A20191592135,20.43,26.94,Mashhad,2019-06-08 21:35:00,230255,2019,6,8,21,35,night,Summer,21.798921504012657,21.31407757724975
779,779,0.51417399763753,1.06255644861415,1370,A20191592135,14.3,19.4,Zahedan,2019-06-08 21:35:00,230255,2019,6,8,21,35,night,Summer,14.69803806162528,14.323924535476491
780,780,0.622733477111577,0.896226570899088,1191,A20191592310,22.72,17.96,Tehran,2019-06-08 23:10:00,230350,2019,6,8,23,10,night,Summer,17.773260467549484,18.101922201583562
781,781,0.566533875197359,0.902509756206268,1550,A20191592310,17.37,21.19,Esfahan,2019-06-08 23:10:00,230350,2019,6,8,23,10,night,Summer,16.432841002404338,15.71301331462915
782,782,0.597949801733257,0.822224610614529,1322,A20191592310,18.22,17.98,Kermanshah,2019-06-08 23:10:00,230350,2019,6,8,23,10,night,Summer,17.62803160815059,16.733164618308372
783,783,0.664621379159441,0.807738377822976,1361,A20191592310,20.55,22.45,Tabriz,2019-06-08 23:10:00,230350,2019,6,8,23,10,night,Summer,20.12904893042313,19.791660292566114
784,784,0.573515192205337,1.03323491718064,1491,A20191600835,14.41,15.1,Birjand,2019-06-09 08:35:00,230915,2019,6,9,8,35,day,Summer,14.887428365216254,13.157923520875439
785,785,0.546811654649823,0.84945174694564,22,A20191601015,22.51,13.65,Ahwaz,2019-06-09 10:15:00,231015,2019,6,9,10,15,day,Summer,17.92696409268211,17.367963642078855
786,786,0.622733477111577,0.896226570899088,1191,A20191601015,16.47,14.21,Tehran,2019-06-09 10:15:00,231015,2019,6,9,10,15,day,Summer,16.7050190804535,17.0931196714741
787,787,0.622733477111577,0.896226570899088,1191,A20191602215,21.4,21.83,Tehran,2019-06-09 22:15:00,231735,2019,6,9,22,15,night,Summer,19.83099339100764,19.469164192500482
788,788,0.597949801733257,0.822224610614529,1322,A20191602215,15.3,22.15,Kermanshah,2019-06-09 22:15:00,231735,2019,6,9,22,15,night,Summer,19.80708550819592,18.55749461944271
789,789,0.664621379159441,0.807738377822976,1361,A20191602215,19.52,16.78,Tabriz,2019-06-09 22:15:00,231735,2019,6,9,22,15,night,Summer,17.548138095171954,17.506122106266844
790,790,0.546811654649823,0.84945174694564,22,A20191610920,21.02,14.61,Ahwaz,2019-06-10 09:20:00,232400,2019,6,10,9,20,day,Summer,18.237885383782466,17.911065899785292
791,791,0.573515192205337,1.03323491718064,1491,A20191610920,19.17,29.91,Birjand,2019-06-10 09:20:00,232400,2019,6,10,9,20,day,Summer,22.026072231528413,23.444211909942027
792,792,0.527962098728285,0.99413954193597,1754,A20191610920,22.2,17.82,Kerman,2019-06-10 09:20:00,232400,2019,6,10,9,20,day,Summer,15.054358247592535,13.277607229530274
793,793,0.622733477111577,0.896226570899088,1191,A20191610920,23.07,20.82,Tehran,2019-06-10 09:20:00,232400,2019,6,10,9,20,day,Summer,19.97911035739409,19.463200959815666
794,794,0.622733477111577,0.896226570899088,1191,A20191612300,23.74,20.82,Tehran,2019-06-10 23:00:00,233220,2019,6,10,23,0,night,Summer,19.1934873678539,19.14544476634089
795,795,0.566533875197359,0.902509756206268,1550,A20191612300,18.1,21.36,Esfahan,2019-06-10 23:00:00,233220,2019,6,10,23,0,night,Summer,16.568734111828956,16.160361913524874
796,796,0.597949801733257,0.822224610614529,1322,A20191612300,19.72,24.33,Kermanshah,2019-06-10 23:00:00,233220,2019,6,10,23,0,night,Summer,20.74878644127372,19.165208116856174
797,797,0.546811654649823,0.84945174694564,22,A20191621000,29.69,21.99,Ahwaz,2019-06-11 10:00:00,233880,2019,6,11,10,0,day,Summer,23.7911027937896,23.35950667706478
798,798,0.573515192205337,1.03323491718064,1491,A20191621000,7.06,3.6,Birjand,2019-06-11 10:00:00,233880,2019,6,11,10,0,day,Summer,7.5338597071958,6.584289885354104
799,799,0.527962098728285,0.99413954193597,1754,A20191621000,13.42,12.84,Kerman,2019-06-11 10:00:00,233880,2019,6,11,10,0,day,Summer,12.5060368534528,12.986979516652308
800,800,0.622733477111577,0.896226570899088,1191,A20191621000,22.05,14.92,Tehran,2019-06-11 10:00:00,233880,2019,6,11,10,0,day,Summer,17.29922822768869,17.865348692871112
801,801,0.622733477111577,0.896226570899088,1191,A20191622205,24.84,28.18,Tehran,2019-06-11 22:05:00,234605,2019,6,11,22,5,night,Summer,22.794302879147278,22.688706201737222
802,802,0.566533875197359,0.902509756206268,1550,A20191622205,22.27,26.08,Esfahan,2019-06-11 22:05:00,234605,2019,6,11,22,5,night,Summer,18.93053745620817,19.054455554974293
803,803,0.515395728113926,0.917694120698618,1491,A20191622205,22.65,24.27,Shiraz,2019-06-11 22:05:00,234605,2019,6,11,22,5,night,Summer,17.894839921015084,17.213649995999184
804,804,0.632856386773144,1.04073983296422,990,A20191622205,9.24,9.56,Mashhad,2019-06-11 22:05:00,234605,2019,6,11,22,5,night,Summer,12.593764415363143,13.02944053218932
805,805,0.597949801733257,0.822224610614529,1322,A20191622205,19.31,18.47,Kermanshah,2019-06-11 22:05:00,234605,2019,6,11,22,5,night,Summer,18.094656542906822,16.68987088649714
806,806,0.573515192205337,1.03323491718064,1491,A20191630905,6.75,7.31,Birjand,2019-06-12 09:05:00,235265,2019,6,12,9,5,day,Summer,10.07656256593893,9.679932627873454
807,807,0.527962098728285,0.99413954193597,1754,A20191630905,8.59,10.37,Kerman,2019-06-12 09:05:00,235265,2019,6,12,9,5,day,Summer,11.23754691073056,11.882435845821588
808,808,0.622733477111577,0.896226570899088,1191,A20191630905,17.89,15.95,Tehran,2019-06-12 09:05:00,235265,2019,6,12,9,5,day,Summer,17.785101740159714,17.95250228809154
809,809,0.546811654649823,0.84945174694564,22,A20191631045,17.52,10.51,Ahwaz,2019-06-12 10:45:00,235365,2019,6,12,10,45,day,Summer,16.029272549701115,14.594688810160127
810,810,0.51417399763753,1.06255644861415,1370,A20191632110,5.01,10.4,Zahedan,2019-06-12 21:10:00,235990,2019,6,12,21,10,night,Summer,10.606953481856214,10.361081677549468
