Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season,mlp_modified_pwv,rf_modified_pwv
0.527962099,0.994139542,1754,A20190540935,7.8,5.61,Kerman,2/23/2019 9:35,78335,2019,2,23,9,35,day,Winter,5.112053102,5.841422152
0.622733477,0.896226571,1191,A20190540935,7.06,5.3,Tehran,2/23/2019 9:35,78335,2019,2,23,9,35,day,Winter,6.188616586,7.221795253
0.573515192,1.033234917,1491,A20190550840,4.16,6.62,Birjand,2/24/2019 8:40,79720,2019,2,24,8,40,day,Winter,5.637166342,6.611968672
0.527962099,0.994139542,1754,A20190550840,7.87,12.86,Kerman,2/24/2019 8:40,79720,2019,2,24,8,40,day,Winter,10.25749776,11.49266667
0.546811655,0.849451747,22,A20190551020,12.65,10.37,Ahwaz,2/24/2019 10:20,79820,2019,2,24,10,20,day,Winter,11.71026274,10.4474304
0.546811655,0.849451747,22,A20190560925,12.99,8.68,Ahwaz,2/25/2019 9:25,81205,2019,2,25,9,25,day,Winter,10.93012508,9.130773042
0.622733477,0.896226571,1191,A20190560925,7.93,8.43,Tehran,2/25/2019 9:25,81205,2019,2,25,9,25,day,Winter,7.979072646,8.828383537
0.546811655,0.849451747,22,A20190571005,8.91,10.52,Ahwaz,2/26/2019 10:05,82685,2019,2,26,10,5,day,Winter,11.91662394,10.46309172
0.527962099,0.994139542,1754,A20190571005,2.58,3.9,Kerman,2/26/2019 10:05,82685,2019,2,26,10,5,day,Winter,4.062794581,5.677748314
0.546811655,0.849451747,22,A20190590955,17.05,14.38,Ahwaz,2/28/2019 9:55,85555,2019,2,28,9,55,day,Winter,14.07034743,14.83153359
0.573515192,1.033234917,1491,A20190590955,5.83,8.83,Birjand,2/28/2019 9:55,85555,2019,2,28,9,55,day,Winter,7.438135243,8.333480819
0.527962099,0.994139542,1754,A20190590955,9.05,10.83,Kerman,2/28/2019 9:55,85555,2019,2,28,9,55,day,Winter,8.907132141,10.37063883
