Latitude,Longitude,Height,Time,Time_t,Time_y,RS_PWV,IR_PWV,name
29.53,52.58,1491,43714.9236,09/06/2019 22:09:59,248.923600000002,1.202,2.014,Shiraz
32.46,51.71,1550,43714.9236,09/06/2019 22:09:59,248.923600000002,0.937,0.862,Esfahan
34.26,47.11,1322,43714.9236,09/06/2019 22:09:59,248.923600000002,1.104,1.157,Kermanshah
35.68,51.35,1191,43714.9236,09/06/2019 22:09:59,248.923600000002,1.592,1.359,Tehran
36.26,59.63,990,43714.9236,09/06/2019 22:09:59,248.923600000002,1.812,1.239,Mashhad
38.08,46.28,1361,43714.9236,09/06/2019 22:09:59,248.923600000002,1.824,1.305,Tabriz
30.25,56.96,1754,43715.3819,09/07/2019 09:09:56,249.3819,0.839,0.995,Kerman
31.33,48.67,22,43715.3819,09/07/2019 09:09:56,249.3819,1.42,0.878,Ahwaz
32.86,59.2,1491,43715.3819,09/07/2019 09:09:56,249.3819,0.829,0.832,Birjand
35.68,51.35,1191,43715.3854,09/07/2019 09:14:58,249.385399999999,1.541,1.07,Tehran
29.46,60.88,1370,43715.8854,09/07/2019 21:14:58,249.885399999999,0.988,1.085,Zahedan
36.26,59.63,990,43715.8854,09/07/2019 21:14:58,249.885399999999,1.488,1.313,Mashhad
29.53,52.58,1491,43715.9549,09/07/2019 22:55:03,249.954899999997,1.028,1.33,Shiraz
34.26,47.11,1322,43715.9549,09/07/2019 22:55:03,249.954899999997,1.022,0.637,Kermanshah
35.68,51.35,1191,43715.9549,09/07/2019 22:55:03,249.954899999997,1.732,1.505,Tehran
30.25,56.96,1754,43716.4132,09/08/2019 09:55:00,250.413200000003,1.202,0.877,Kerman
31.33,48.67,22,43716.4132,09/08/2019 09:55:00,250.413200000003,1.291,0.842,Ahwaz
32.86,59.2,1491,43716.4132,09/08/2019 09:55:00,250.413200000003,0.726,0.583,Birjand
35.68,51.35,1191,43716.4132,09/08/2019 09:55:00,250.413200000003,1.724,1.124,Tehran
29.46,60.88,1370,43716.9167,09/08/2019 22:00:02,250.916700000002,0.761,1.186,Zahedan
29.53,52.58,1491,43716.9167,09/08/2019 22:00:02,250.916700000002,0.991,1.195,Shiraz
32.46,51.71,1550,43716.9167,09/08/2019 22:00:02,250.916700000002,0.654,0.846,Esfahan
35.68,51.35,1191,43716.9167,09/08/2019 22:00:02,250.916700000002,1.681,1.234,Tehran
36.26,59.63,990,43716.9167,09/08/2019 22:00:02,250.916700000002,1.354,1.425,Mashhad
34.26,47.11,1322,43716.9826,09/08/2019 23:34:56,250.982600000003,1.057,0.97,Kermanshah
30.25,56.96,1754,43717.375,09/09/2019 09:00:00,251.375,1.377,0.93,Kerman
32.86,59.2,1491,43717.375,09/09/2019 09:00:00,251.375,1.022,1.455,Birjand
35.68,51.35,1191,43717.375,09/09/2019 09:00:00,251.375,1.957,1.919,Tehran
31.33,48.67,22,43717.4444,09/09/2019 10:39:56,251.4444,0.951,0.703,Ahwaz
29.46,60.88,1370,43717.8785,09/09/2019 21:05:02,251.878499999999,0.718,1.578,Zahedan
29.53,52.58,1491,43717.9444,09/09/2019 22:39:56,251.9444,1.138,1.107,Shiraz
32.46,51.71,1550,43717.9444,09/09/2019 22:39:56,251.9444,0.928,0.859,Esfahan
34.26,47.11,1322,43717.9444,09/09/2019 22:39:56,251.9444,1.183,0.98,Kermanshah
35.68,51.35,1191,43717.9444,09/09/2019 22:39:56,251.9444,2.1,1.948,Tehran
38.08,46.28,1361,43717.9444,09/09/2019 22:39:56,251.9444,2.1,1.478,Tabriz
30.25,56.96,1754,43718.4028,09/10/2019 09:40:01,252.402800000003,1.397,1.392,Kerman
31.33,48.67,22,43718.4028,09/10/2019 09:40:01,252.402800000003,1.267,0.861,Ahwaz
32.86,59.2,1491,43718.4028,09/10/2019 09:40:01,252.402800000003,1.141,1.143,Birjand
35.68,51.35,1191,43718.4063,09/10/2019 09:45:04,252.406300000002,1.964,1.223,Tehran
29.46,60.88,1370,43718.9063,09/10/2019 21:45:04,252.906300000002,0.987,1.899,Zahedan
29.53,52.58,1491,43718.9063,09/10/2019 21:45:04,252.906300000002,1.137,1.531,Shiraz
32.46,51.71,1550,43718.9063,09/10/2019 21:45:04,252.906300000002,1.169,1.063,Esfahan
35.68,51.35,1191,43718.9063,09/10/2019 21:45:04,252.906300000002,2.171,1.468,Tehran
36.26,59.63,990,43718.9063,09/10/2019 21:45:04,252.906300000002,1.302,1.056,Mashhad
34.26,47.11,1322,43718.9757,09/10/2019 23:25:00,252.975700000003,1.322,0.617,Kermanshah
38.08,46.28,1361,43718.9757,09/10/2019 23:25:00,252.975700000003,1.863,1.084,Tabriz
30.25,56.96,1754,43719.3646,09/11/2019 08:45:01,253.364600000001,1.221,0.831,Kerman
32.86,59.2,1491,43719.3646,09/11/2019 08:45:01,253.364600000001,1.003,1.287,Birjand
31.33,48.67,22,43719.434,09/11/2019 10:24:57,253.434000000001,1.65,0.729,Ahwaz
35.68,51.35,1191,43719.434,09/11/2019 10:24:57,253.434000000001,1.608,1.188,Tehran
29.46,60.88,1370,43719.9375,09/11/2019 22:30:00,253.9375,1.143,1.451,Zahedan
29.53,52.58,1491,43719.9375,09/11/2019 22:30:00,253.9375,1.423,0.958,Shiraz
32.46,51.71,1550,43719.9375,09/11/2019 22:30:00,253.9375,1.056,0.758,Esfahan
34.26,47.11,1322,43719.9375,09/11/2019 22:30:00,253.9375,1.011,0.634,Kermanshah
35.68,51.35,1191,43719.9375,09/11/2019 22:30:00,253.9375,1.987,1.328,Tehran
36.26,59.63,990,43719.9375,09/11/2019 22:30:00,253.9375,1.048,1.252,Mashhad
30.25,56.96,1754,43720.3958,09/12/2019 09:29:57,254.395799999998,1.195,1.646,Kerman
31.33,48.67,22,43720.3958,09/12/2019 09:29:57,254.395799999998,1.232,0.945,Ahwaz
32.86,59.2,1491,43720.3958,09/12/2019 09:29:57,254.395799999998,1.101,1.612,Birjand
35.68,51.35,1191,43720.3958,09/12/2019 09:29:57,254.395799999998,1.624,1.564,Tehran
29.53,52.58,1491,43720.8993,09/12/2019 21:34:59,254.899299999997,0.909,0.94,Shiraz
36.26,59.63,990,43720.8993,09/12/2019 21:34:59,254.899299999997,1.077,1.923,Mashhad
32.46,51.71,1550,43720.9653,09/12/2019 23:10:01,254.965300000003,0.941,0.895,Esfahan
34.26,47.11,1322,43720.9653,09/12/2019 23:10:01,254.965300000003,1.005,1.008,Kermanshah
35.68,51.35,1191,43720.9653,09/12/2019 23:10:01,254.965300000003,1.819,1.551,Tehran
32.86,59.2,1491,43721.3576,09/13/2019 08:34:56,255.357600000003,1.019,1.084,Birjand
30.25,56.96,1754,43721.4271,09/13/2019 10:15:01,255.427100000001,1.054,0.573,Kerman
31.33,48.67,22,43721.4271,09/13/2019 10:15:01,255.427100000001,1.581,1.369,Ahwaz
35.68,51.35,1191,43721.4271,09/13/2019 10:15:01,255.427100000001,1.777,1.751,Tehran
32.46,51.71,1550,43721.9271,09/13/2019 22:15:01,255.927100000001,0.803,0.392,Esfahan
34.26,47.11,1322,43721.9271,09/13/2019 22:15:01,255.927100000001,1.314,0.786,Kermanshah
35.68,51.35,1191,43721.9271,09/13/2019 22:15:01,255.927100000001,1.787,1.447,Tehran
36.26,59.63,990,43721.9271,09/13/2019 22:15:01,255.927100000001,1.214,1.779,Mashhad
38.08,46.28,1361,43721.9271,09/13/2019 22:15:01,255.927100000001,1.621,1.246,Tabriz
29.46,60.88,1370,43721.9306,09/13/2019 22:20:03,255.9306,1.044,1.473,Zahedan
29.53,52.58,1491,43721.9306,09/13/2019 22:20:03,255.9306,0.711,0.708,Shiraz
30.25,56.96,1754,43722.3854,09/14/2019 09:14:58,256.385399999999,1.068,0.897,Kerman
31.33,48.67,22,43722.3889,09/14/2019 09:20:00,256.388899999998,1.46,0.985,Ahwaz
32.86,59.2,1491,43722.3889,09/14/2019 09:20:00,256.388899999998,0.805,1.001,Birjand
35.68,51.35,1191,43722.3889,09/14/2019 09:20:00,256.388899999998,1.632,1.496,Tehran
36.26,59.63,990,43722.8889,09/14/2019 21:20:00,256.888899999998,1.138,1.171,Mashhad
29.53,52.58,1491,43722.9583,09/14/2019 22:59:57,256.958299999998,0.587,0.786,Shiraz
32.46,51.71,1550,43722.9583,09/14/2019 22:59:57,256.958299999998,0.654,0.43,Esfahan
38.08,46.28,1361,43722.9583,09/14/2019 22:59:57,256.958299999998,1.587,1.458,Tabriz
30.25,56.96,1754,43723.4167,09/15/2019 10:00:02,257.416700000002,1.04,0.557,Kerman
31.33,48.67,22,43723.4167,09/15/2019 10:00:02,257.416700000002,1.054,0.944,Ahwaz
32.86,59.2,1491,43723.4167,09/15/2019 10:00:02,257.416700000002,0.566,0.48,Birjand
35.68,51.35,1191,43723.4167,09/15/2019 10:00:02,257.416700000002,1.534,1.092,Tehran
29.46,60.88,1370,43723.9201,09/15/2019 22:04:56,257.920100000003,1.003,0.995,Zahedan
29.53,52.58,1491,43723.9201,09/15/2019 22:04:56,257.920100000003,0.885,1.403,Shiraz
32.46,51.71,1550,43723.9201,09/15/2019 22:04:56,257.920100000003,0.808,1.252,Esfahan
35.68,51.35,1191,43723.9201,09/15/2019 22:04:56,257.920100000003,1.723,1.583,Tehran
36.26,59.63,990,43723.9201,09/15/2019 22:04:56,257.920100000003,1.215,1.012,Mashhad
30.25,56.96,1754,43724.3785,09/16/2019 09:05:02,258.378499999999,0.829,0.48,Kerman
32.86,59.2,1491,43724.3785,09/16/2019 09:05:02,258.378499999999,0.691,0.804,Birjand
35.68,51.35,1191,43724.3785,09/16/2019 09:05:02,258.378499999999,1.586,1.424,Tehran
31.33,48.67,22,43724.4479,09/16/2019 10:44:58,258.447899999999,1.642,1.382,Ahwaz
29.46,60.88,1370,43724.8819,09/16/2019 21:09:56,258.8819,0.625,0.958,Zahedan
34.26,47.11,1322,43724.9479,09/16/2019 22:44:58,258.947899999999,1.643,1.837,Kermanshah
35.68,51.35,1191,43724.9479,09/16/2019 22:44:58,258.947899999999,1.77,2.017,Tehran
36.26,59.63,990,43724.9479,09/16/2019 22:44:58,258.947899999999,1.207,1.183,Mashhad
32.46,51.71,1550,43724.9514,09/16/2019 22:50:00,258.951399999998,1.015,0.994,Esfahan
30.25,56.96,1754,43725.4097,09/17/2019 09:49:58,259.409699999996,0.913,0.959,Kerman
31.33,48.67,22,43725.4097,09/17/2019 09:49:58,259.409699999996,1.689,1.591,Ahwaz
32.86,59.2,1491,43725.4097,09/17/2019 09:49:58,259.409699999996,0.661,0.704,Birjand
35.68,51.35,1191,43725.4097,09/17/2019 09:49:58,259.409699999996,1.836,1.558,Tehran
35.68,51.35,1191,43725.9097,09/17/2019 21:49:58,259.909699999997,1.744,2.562,Tehran
36.26,59.63,990,43725.9097,09/17/2019 21:49:58,259.909699999997,1.36,2.075,Mashhad
29.46,60.88,1370,43725.9132,09/17/2019 21:55:00,259.913200000003,0.556,1.062,Zahedan
29.53,52.58,1491,43725.9132,09/17/2019 21:55:00,259.913200000003,1.021,1.381,Shiraz
32.46,51.71,1550,43725.9132,09/17/2019 21:55:00,259.913200000003,1.17,1.686,Esfahan
34.26,47.11,1322,43725.9792,09/17/2019 23:30:02,259.979200000002,1.79,1.998,Kermanshah
38.08,46.28,1361,43725.9792,09/17/2019 23:30:02,259.979200000002,1.309,0.749,Tabriz
30.25,56.96,1754,43726.3715,09/18/2019 08:54:57,260.371500000001,0.546,0.388,Kerman
32.86,59.2,1491,43726.3715,09/18/2019 08:54:57,260.371500000001,0.855,0.624,Birjand
31.33,48.67,22,43726.4375,09/18/2019 10:30:00,260.4375,1.671,1.133,Ahwaz
35.68,51.35,1191,43726.441,09/18/2019 10:35:02,260.440999999999,1.741,1.601,Tehran
29.46,60.88,1370,43726.941,09/18/2019 22:35:02,260.940999999999,0.431,0.961,Zahedan
29.53,52.58,1491,43726.941,09/18/2019 22:35:02,260.940999999999,0.857,1.153,Shiraz
32.46,51.71,1550,43726.941,09/18/2019 22:35:02,260.940999999999,0.957,1.298,Esfahan
34.26,47.11,1322,43726.941,09/18/2019 22:35:02,260.940999999999,1.554,0.638,Kermanshah
35.68,51.35,1191,43726.941,09/18/2019 22:35:02,260.940999999999,1.755,2.08,Tehran
30.25,56.96,1754,43727.3993,09/19/2019 09:34:59,261.399299999997,0.676,0.649,Kerman
31.33,48.67,22,43727.3993,09/19/2019 09:34:59,261.399299999997,1.087,1.276,Ahwaz
32.86,59.2,1491,43727.3993,09/19/2019 09:34:59,261.399299999997,1.01,0.996,Birjand
35.68,51.35,1191,43727.3993,09/19/2019 09:34:59,261.399299999997,1.528,1.129,Tehran
29.53,52.58,1491,43727.9028,09/19/2019 21:40:01,261.902800000003,1.08,1.237,Shiraz
32.46,51.71,1550,43727.9028,09/19/2019 21:40:01,261.902800000003,0.947,1.596,Esfahan
36.26,59.63,990,43727.9028,09/19/2019 21:40:01,261.902800000003,1.884,2.386,Mashhad
38.08,46.28,1361,43727.9688,09/19/2019 23:15:04,261.968800000002,0.884,0.642,Tabriz
34.26,47.11,1322,43727.9722,09/19/2019 23:19:58,261.972199999997,0.532,0.596,Kermanshah
30.25,56.96,1754,43728.3611,09/20/2019 08:39:59,262.361100000002,0.906,0.492,Kerman
32.86,59.2,1491,43728.3611,09/20/2019 08:39:59,262.361100000002,0.891,0.876,Birjand
31.33,48.67,22,43728.4306,09/20/2019 10:20:03,262.4306,0.889,0.514,Ahwaz
35.68,51.35,1191,43728.4306,09/20/2019 10:20:03,262.4306,1.157,0.728,Tehran
36.26,59.63,990,43728.9306,09/20/2019 22:20:03,262.9306,1.859,1.67,Mashhad
38.08,46.28,1361,43728.9306,09/20/2019 22:20:03,262.9306,0.578,0.965,Tabriz
29.46,60.88,1370,43728.934,09/20/2019 22:24:57,262.934000000001,0.786,1.151,Zahedan
29.53,52.58,1491,43728.934,09/20/2019 22:24:57,262.934000000001,1.385,1.233,Shiraz
32.46,51.71,1550,43728.934,09/20/2019 22:24:57,262.934000000001,0.81,1.117,Esfahan
35.68,51.35,1191,43728.934,09/20/2019 22:24:57,262.934000000001,1.111,1.432,Tehran
30.25,56.96,1754,43729.3924,09/21/2019 09:25:03,263.392399999997,0.691,0.663,Kerman
31.33,48.67,22,43729.3924,09/21/2019 09:25:03,263.392399999997,1.588,1.404,Ahwaz
32.86,59.2,1491,43729.3924,09/21/2019 09:25:03,263.392399999997,0.7,0.627,Birjand
35.68,51.35,1191,43729.3924,09/21/2019 09:25:03,263.392399999997,1.264,0.972,Tehran
36.26,59.63,990,43729.8924,09/21/2019 21:25:03,263.892399999997,1.6,1.511,Mashhad
29.46,60.88,1370,43729.8958,09/21/2019 21:29:57,263.895799999998,0.613,1.238,Zahedan
29.53,52.58,1491,43729.9618,09/21/2019 23:04:59,263.961799999997,1.159,1.691,Shiraz
32.46,51.71,1550,43729.9618,09/21/2019 23:04:59,263.961799999997,0.915,1.497,Esfahan
34.26,47.11,1322,43729.9618,09/21/2019 23:04:59,263.961799999997,1.246,1.721,Kermanshah
35.68,51.35,1191,43729.9618,09/21/2019 23:04:59,263.961799999997,1.044,1.83,Tehran
38.08,46.28,1361,43729.9618,09/21/2019 23:04:59,263.961799999997,1.063,1.036,Tabriz
32.86,59.2,1491,43730.3542,09/22/2019 08:30:02,264.354200000002,0.715,0.455,Birjand
30.25,56.96,1754,43730.4201,09/22/2019 10:04:56,264.420100000003,0.667,0.276,Kerman
31.33,48.67,22,43730.4201,09/22/2019 10:04:56,264.420100000003,1.864,1.747,Ahwaz
35.68,51.35,1191,43730.4236,09/22/2019 10:09:59,264.423600000002,1.656,1.24,Tehran
29.46,60.88,1370,43730.9236,09/22/2019 22:09:59,264.923600000002,0.611,1.074,Zahedan
29.53,52.58,1491,43730.9236,09/22/2019 22:09:59,264.923600000002,1.245,1.268,Shiraz
32.46,51.71,1550,43730.9236,09/22/2019 22:09:59,264.923600000002,0.887,1.299,Esfahan
34.26,47.11,1322,43730.9236,09/22/2019 22:09:59,264.923600000002,1.488,1.723,Kermanshah
36.26,59.63,990,43730.9236,09/22/2019 22:09:59,264.923600000002,1.141,1.84,Mashhad
38.08,46.28,1361,43730.9236,09/22/2019 22:09:59,264.923600000002,1.207,0.958,Tabriz
30.25,56.96,1754,43731.3819,09/23/2019 09:09:56,265.3819,0.651,0.37,Kerman
31.33,48.67,22,43731.3819,09/23/2019 09:09:56,265.3819,2.27,1.625,Ahwaz
32.86,59.2,1491,43731.3819,09/23/2019 09:09:56,265.3819,0.834,1.228,Birjand
35.68,51.35,1191,43731.3854,09/23/2019 09:14:58,265.385399999999,1.885,1.637,Tehran
29.46,60.88,1370,43731.8854,09/23/2019 21:14:58,265.885399999999,0.783,0.95,Zahedan
36.26,59.63,990,43731.8854,09/23/2019 21:14:58,265.885399999999,2.057,1.759,Mashhad
29.53,52.58,1491,43731.9549,09/23/2019 22:55:03,265.954899999997,1.235,1.302,Shiraz
32.46,51.71,1550,43731.9549,09/23/2019 22:55:03,265.954899999997,1.064,1.507,Esfahan
35.68,51.35,1191,43731.9549,09/23/2019 22:55:03,265.954899999997,1.495,1.47,Tehran
30.25,56.96,1754,43732.4132,09/24/2019 09:55:00,266.413200000003,0.921,0.519,Kerman
31.33,48.67,22,43732.4132,09/24/2019 09:55:00,266.413200000003,2.01,1.716,Ahwaz
32.86,59.2,1491,43732.4132,09/24/2019 09:55:00,266.413200000003,0.699,0.467,Birjand
35.68,51.35,1191,43732.4132,09/24/2019 09:55:00,266.413200000003,1.081,0.6,Tehran
29.46,60.88,1370,43732.9167,09/24/2019 22:00:02,266.916700000002,0.612,0.561,Zahedan
29.53,52.58,1491,43732.9167,09/24/2019 22:00:02,266.916700000002,1.286,0.995,Shiraz
36.26,59.63,990,43732.9167,09/24/2019 22:00:02,266.916700000002,1.697,1.685,Mashhad
38.08,46.28,1361,43732.9826,09/24/2019 23:34:56,266.982600000003,0.87,1.448,Tabriz
30.25,56.96,1754,43733.375,09/25/2019 09:00:00,267.375,0.936,0.889,Kerman
32.86,59.2,1491,43733.375,09/25/2019 09:00:00,267.375,0.793,0.787,Birjand
35.68,51.35,1191,43733.375,09/25/2019 09:00:00,267.375,0.48,0.3,Tehran
31.33,48.67,22,43733.4444,09/25/2019 10:39:56,267.4444,1.743,1.376,Ahwaz
29.53,52.58,1491,43733.9444,09/25/2019 22:39:56,267.9444,1.18,1.809,Shiraz
32.46,51.71,1550,43733.9444,09/25/2019 22:39:56,267.9444,0.978,0.677,Esfahan
35.68,51.35,1191,43733.9444,09/25/2019 22:39:56,267.9444,0.475,0.502,Tehran
36.26,59.63,990,43733.9444,09/25/2019 22:39:56,267.9444,1.573,1.715,Mashhad
38.08,46.28,1361,43733.9444,09/25/2019 22:39:56,267.9444,0.731,0.64,Tabriz
30.25,56.96,1754,43734.4028,09/26/2019 09:40:01,268.402800000003,1.323,1.101,Kerman
31.33,48.67,22,43734.4063,09/26/2019 09:45:04,268.406300000002,2.107,1.645,Ahwaz
32.86,59.2,1491,43734.4063,09/26/2019 09:45:04,268.406300000002,0.767,0.948,Birjand
35.68,51.35,1191,43734.4063,09/26/2019 09:45:04,268.406300000002,1.136,1.063,Tehran
29.46,60.88,1370,43734.9063,09/26/2019 21:45:04,268.906300000002,0.932,1.324,Zahedan
29.53,52.58,1491,43734.9063,09/26/2019 21:45:04,268.906300000002,1.526,2.483,Shiraz
32.46,51.71,1550,43734.9063,09/26/2019 21:45:04,268.906300000002,0.55,1.023,Esfahan
36.26,59.63,990,43734.9063,09/26/2019 21:45:04,268.906300000002,1.398,1.316,Mashhad
34.26,47.11,1322,43734.9757,09/26/2019 23:25:00,268.975700000003,1.243,1.529,Kermanshah
38.08,46.28,1361,43734.9757,09/26/2019 23:25:00,268.975700000003,0.689,1.358,Tabriz
30.25,56.96,1754,43735.3646,09/27/2019 08:45:01,269.364600000001,1.24,1.072,Kerman
32.86,59.2,1491,43735.3646,09/27/2019 08:45:01,269.364600000001,1.021,1.008,Birjand
31.33,48.67,22,43735.434,09/27/2019 10:24:57,269.434000000001,1.768,1.393,Ahwaz
35.68,51.35,1191,43735.434,09/27/2019 10:24:57,269.434000000001,1.297,1.06,Tehran
29.53,52.58,1491,43735.9375,09/27/2019 22:30:00,269.9375,2.016,2.53,Shiraz
32.46,51.71,1550,43735.9375,09/27/2019 22:30:00,269.9375,0.79,1.515,Esfahan
36.26,59.63,990,43735.9375,09/27/2019 22:30:00,269.9375,0.983,1.663,Mashhad
38.08,46.28,1361,43735.9375,09/27/2019 22:30:00,269.9375,1.114,0.829,Tabriz
30.25,56.96,1754,43736.3958,09/28/2019 09:29:57,270.395799999998,1.169,1.699,Kerman
31.33,48.67,22,43736.3958,09/28/2019 09:29:57,270.395799999998,1.791,1.327,Ahwaz
32.86,59.2,1491,43736.3958,09/28/2019 09:29:57,270.395799999998,0.615,0.994,Birjand
35.68,51.35,1191,43736.3958,09/28/2019 09:29:57,270.395799999998,0.613,0.294,Tehran
29.53,52.58,1491,43736.8993,09/28/2019 21:34:59,270.899299999997,1.913,2.077,Shiraz
36.26,59.63,990,43736.8993,09/28/2019 21:34:59,270.899299999997,1.227,1.188,Mashhad
32.46,51.71,1550,43736.9653,09/28/2019 23:10:01,270.965300000003,1.051,0.938,Esfahan
38.08,46.28,1361,43736.9653,09/28/2019 23:10:01,270.965300000003,0.942,1.106,Tabriz
32.86,59.2,1491,43737.3576,09/29/2019 08:34:56,271.357600000003,0.623,0.643,Birjand
30.25,56.96,1754,43737.4271,09/29/2019 10:15:01,271.427100000001,1.068,0.98,Kerman
31.33,48.67,22,43737.4271,09/29/2019 10:15:01,271.427100000001,1.567,1.43,Ahwaz
35.68,51.35,1191,43737.4271,09/29/2019 10:15:01,271.427100000001,1.542,1.788,Tehran
32.46,51.71,1550,43737.9271,09/29/2019 22:15:01,271.927100000001,0.987,1.238,Esfahan
34.26,47.11,1322,43737.9271,09/29/2019 22:15:01,271.927100000001,1.244,1.627,Kermanshah
35.68,51.35,1191,43737.9271,09/29/2019 22:15:01,271.927100000001,1.28,1.506,Tehran
38.08,46.28,1361,43737.9271,09/29/2019 22:15:01,271.927100000001,1.551,1.028,Tabriz
29.53,52.58,1491,43737.9306,09/29/2019 22:20:03,271.9306,1.448,1.649,Shiraz
30.25,56.96,1754,43738.3854,09/30/2019 09:14:58,272.385399999999,1.456,2.451,Kerman
31.33,48.67,22,43738.3889,09/30/2019 09:20:00,272.388899999998,2.066,1.919,Ahwaz
32.86,59.2,1491,43738.3889,09/30/2019 09:20:00,272.388899999998,1.061,1.669,Birjand
35.68,51.35,1191,43738.3889,09/30/2019 09:20:00,272.388899999998,0.731,0.566,Tehran
29.53,52.58,1491,43738.9583,09/30/2019 22:59:57,272.958299999998,1.255,1.286,Shiraz
32.46,51.71,1550,43738.9583,09/30/2019 22:59:57,272.958299999998,0.979,0.831,Esfahan
30.25,56.96,1754,43739.4167,10/01/2019 10:00:02,273.416700000002,1.024,1.851,Kerman
32.86,59.2,1491,43739.4167,10/01/2019 10:00:02,273.416700000002,1.007,1.932,Birjand
35.68,51.35,1191,43739.4167,10/01/2019 10:00:02,273.416700000002,1.057,0.555,Tehran
29.53,52.58,1491,43739.9201,10/01/2019 22:04:56,273.920100000003,1.327,1.537,Shiraz
35.68,51.35,1191,43739.9201,10/01/2019 22:04:56,273.920100000003,0.875,0.644,Tehran
38.08,46.28,1361,43739.9861,10/01/2019 23:39:59,273.986100000002,1.238,0.996,Tabriz
30.25,56.96,1754,43740.3785,10/02/2019 09:05:02,274.378499999999,1.191,1.643,Kerman
32.86,59.2,1491,43740.3785,10/02/2019 09:05:02,274.378499999999,0.71,1.17,Birjand
35.68,51.35,1191,43740.3785,10/02/2019 09:05:02,274.378499999999,1.159,0.967,Tehran
35.68,51.35,1191,43740.9479,10/02/2019 22:44:58,274.947899999999,1.039,0.551,Tehran
36.26,59.63,990,43740.9479,10/02/2019 22:44:58,274.947899999999,1.022,0.998,Mashhad
29.53,52.58,1491,43740.9514,10/02/2019 22:50:00,274.951399999998,1.378,2.037,Shiraz
32.46,51.71,1550,43740.9514,10/02/2019 22:50:00,274.951399999998,1.187,0.866,Esfahan
34.26,47.11,1322,43740.9514,10/02/2019 22:50:00,274.951399999998,1.665,2.184,Kermanshah
30.25,56.96,1754,43741.4097,10/03/2019 09:49:58,275.409699999997,0.57,0.879,Kerman
31.33,48.67,22,43741.4097,10/03/2019 09:49:58,275.409699999997,3.078,3.579,Ahwaz
32.86,59.2,1491,43741.4097,10/03/2019 09:49:58,275.409699999997,0.737,0.981,Birjand
35.68,51.35,1191,43741.4097,10/03/2019 09:49:58,275.409699999997,1.02,0.674,Tehran
36.26,59.63,990,43741.9097,10/03/2019 21:49:58,275.909699999996,1.478,1.179,Mashhad
29.46,60.88,1370,43741.9132,10/03/2019 21:55:00,275.913200000003,1.655,0.859,Zahedan
29.53,52.58,1491,43741.9132,10/03/2019 21:55:00,275.913200000003,1.845,2.437,Shiraz
38.08,46.28,1361,43741.9792,10/03/2019 23:30:02,275.979200000002,0.817,0.971,Tabriz
30.25,56.96,1754,43742.3715,10/04/2019 08:54:57,276.371500000001,0.96,1.051,Kerman
32.86,59.2,1491,43742.3715,10/04/2019 08:54:57,276.371500000001,1.351,0.641,Birjand
31.33,48.67,22,43742.4375,10/04/2019 10:30:00,276.4375,2.724,3.02,Ahwaz
35.68,51.35,1191,43742.441,10/04/2019 10:35:02,276.440999999999,0.85,0.99,Tehran
29.53,52.58,1491,43742.941,10/04/2019 22:35:02,276.940999999999,1.946,0.735,Shiraz
34.26,47.11,1322,43742.941,10/04/2019 22:35:02,276.940999999999,0.848,0.367,Kermanshah
35.68,51.35,1191,43742.941,10/04/2019 22:35:02,276.940999999999,1.523,0.932,Tehran
36.26,59.63,990,43742.941,10/04/2019 22:35:02,276.940999999999,0.913,0.663,Mashhad
38.08,46.28,1361,43742.941,10/04/2019 22:35:02,276.940999999999,1.348,0.964,Tabriz
30.25,56.96,1754,43743.3993,10/05/2019 09:34:59,277.399299999997,1.523,2.23,Kerman
31.33,48.67,22,43743.3993,10/05/2019 09:34:59,277.399299999997,1.097,0.849,Ahwaz
32.86,59.2,1491,43743.3993,10/05/2019 09:34:59,277.399299999997,0.892,1.663,Birjand
35.68,51.35,1191,43743.3993,10/05/2019 09:34:59,277.399299999997,1.367,1.053,Tehran
29.46,60.88,1370,43743.9028,10/05/2019 21:40:01,277.902800000003,1.502,1.381,Zahedan
29.53,52.58,1491,43743.9028,10/05/2019 21:40:01,277.902800000003,1.541,0.811,Shiraz
32.46,51.71,1550,43743.9028,10/05/2019 21:40:01,277.902800000003,0.699,0.709,Esfahan
35.68,51.35,1191,43743.9028,10/05/2019 21:40:01,277.902800000003,1.355,0.834,Tehran
36.26,59.63,990,43743.9028,10/05/2019 21:40:01,277.902800000003,0.759,0.599,Mashhad
38.08,46.28,1361,43743.9688,10/05/2019 23:15:04,277.968800000002,1.268,1.654,Tabriz
34.26,47.11,1322,43743.9722,10/05/2019 23:19:58,277.972199999997,0.728,1.4,Kermanshah
30.25,56.96,1754,43744.3611,10/06/2019 08:39:59,278.361100000002,0.72,0.982,Kerman
32.86,59.2,1491,43744.3611,10/06/2019 08:39:59,278.361100000002,0.265,0.274,Birjand
31.33,48.67,22,43744.4306,10/06/2019 10:20:03,278.4306,2.576,2.8,Ahwaz
35.68,51.35,1191,43744.4306,10/06/2019 10:20:03,278.4306,1.454,1.521,Tehran
38.08,46.28,1361,43744.9306,10/06/2019 22:20:03,278.9306,1.325,1.392,Tabriz
29.46,60.88,1370,43744.934,10/06/2019 22:24:57,278.934000000001,1.421,1.093,Zahedan
29.53,52.58,1491,43744.934,10/06/2019 22:24:57,278.934000000001,1.401,1.375,Shiraz
