52.568,31.228
51.986,35.793
53.308,31.123
48.2135,30.3778
58.319,32.484
57.046,31.206
53.2265,31.1205
52.0912,35.6612
48.005,37.169
43.033,39.718
47.0497,38.4682
48.7444,31.3439
50.6006,35.5883
51.082,28.919
42.961,44.753
52.586,35.701
46.1552,38.2312
43.768,40.972
57.8973,26.4572
44.679,39.84
48.231,38.477
53.822,32.313
47.6501,37.8288
42.699,41.111
42.755,41.126
51.0749,35.9284
43.954,40.609
58.5605,56.4298
45.341,40.124
50.1,37.156
48.925,31.188
58.305,29.149
58.428,28.784
58.523,29.137
58.074,29.23
57.94,29.105
57.967,29.316
58.13,29.187
58.141,29.078
58.278,28.944
58.195,28.888
58.469,28.898
58.675,28.96
48.814,36.764
56.58,29.2392
55.657,27.0
56.0461,31.8407
50.6082,26.2091
58.215,34.558
49.814,40.372
44.75,37.534
50.98,30.109
53.025,35.705
44.017,38.043
43.782,41.121
60.177,27.865
60.18,27.865
50.2169,30.6057
54.832,29.363
65.2259,26.4493
42.787,44.011
55.8052,36.0861
55.906,35.988
53.637,27.852
47.93,36.232
59.2553,32.9002
48.717,39.497
43.296,41.779
51.8287,36.2083
53.48,26.97
46.0519,37.3699
57.2716,37.4803
50.732,36.623
51.812,35.73
41.777,41.268
48.506,33.772
56.3206,27.2072
47.2884,37.919
56.721,29.997
45.7316,38.674
41.154,37.864
44.287,40.381
44.3922,39.3792
43.061,38.007
60.6511,25.2808
50.098,32.482
51.2132,35.7287
44.276,40.736
50.988,35.088
50.9894,35.0876
57.76,30.537
52.059,35.701
47.744,39.513
48.183,36.607
57.589,35.915
51.814,29.945
57.3302,29.2377
44.145,39.556
50.578,30.99
54.7,28.645
47.429,32.692
56.504,28.529
59.297,31.196
48.678,32.657
58.869,35.108
59.0692,37.4662
41.3,39.973
41.255,39.906
57.427,37.159
57.4946,37.0495
52.106,28.851
59.843,35.6961
58.1831,34.0307
55.867,27.651
51.166,35.4093
50.84,35.7648
59.197,35.495
51.6457,35.985
44.742,40.149
44.81,40.16
56.162,27.366
54.989,36.43
49.851,35.14
49.812,36.699
57.217,28.01
44.428,38.489
59.4485,27.4822
54.4141,34.0401
58.6835,34.3731
47.739,33.057
46.367,39.511
48.419,38.706
53.631,28.624
55.791,31.416
56.264,37.042
62.3203,25.144
60.502,31.573
48.5343,34.8691
54.608,30.079
48.922,37.764
48.458,38.0
52.305,36.206
41.696,39.369
60.0098,33.6039
40.596,36.584
42.167,40.042
48.2534,32.6699
57.917,29.642
57.465,29.371
50.747,36.0067
47.0942,37.5762
44.018,39.929
45.139,40.907
46.427,33.648
46.3974,33.5887
42.062,42.721
