56.445,30.775
44.4384,33.3414
44.011,36.16
53.066,28.347
44.353,32.013
43.673,34.601
45.049,39.297
57.7699,25.6375
57.7639,25.6495
45.661,39.837
45.605,38.952
48.952,34.256
43.341,38.549
59.6404,36.3913
52.056,27.834
44.657,40.101
46.459,39.315
43.17,40.685
46.758,40.184
46.511,41.652
56.365,31.413
44.5647,39.0306
67.1128,24.9314
57.119,30.277
60.1583,34.585
56.233,26.208
46.265,38.736
49.237,39.818
46.5956,38.1517
54.126,29.923
50.458,33.157
47.123,37.368
48.409,30.246
58.821,32.755
55.0813,33.7693
42.663,43.742
44.19,41.185
40.65,37.246
44.1599,39.3323
47.0323,38.8687
47.1247,34.3561
41.793,38.753
54.199,36.86
48.2787,33.4334
50.531,31.808
44.486,42.447
41.794,38.754
43.093,40.588
42.149,39.714
51.255,34.15
58.473,35.2706
45.795,41.951
48.148,40.333
47.971,29.325
56.69,29.596
54.004,26.883
53.2034,27.3637
54.32,27.644
52.811,36.078
52.2852,36.5884
55.956,37.845
40.728,37.311
48.891,37.187
52.752,29.798
55.9439,37.801
52.157,35.868
51.955,35.683
51.797,35.801
51.885,35.649
52.117,35.258
51.277,35.493
50.543,35.227
52.008,35.897
51.304,36.394
51.315,36.15
50.632,36.009
51.613,35.988
51.665,35.724
51.108,35.753
57.2884,30.0716
46.162,36.908
41.357,37.417
57.1,27.16
49.038,14.486
44.771,37.9851
44.114,40.178
44.091,40.178
46.0092,36.93
51.808,34.977
51.7947,35.0529
48.049,39.013
57.62,26.993
43.759,38.997
40.761,35.754
59.4798,36.3347
43.763,38.99
58.569,23.564
60.047,31.573
60.0382,31.542
50.045,36.401
44.526,41.831
43.891,41.537
51.3098,36.685
60.2536,26.2536
59.937,32.988
46.093,39.536
51.768,36.586
44.5029,40.2265
57.397,32.492
45.1144,38.9988
44.593,41.055
41.99,40.548
64.6339,25.2088
47.869,37.929
52.607,27.474
43.989,38.657
64.1096,26.9778
63.4684,25.2588
51.885,35.224
52.064,35.8496
51.971,35.6303
44.55,40.84
45.0615,39.3514
51.5742,36.4031
57.237,26.379
42.91,39.232
59.188,33.663
59.176,33.74
53.029,28.477
51.799,32.25
58.5373,37.0707
57.584,29.762
56.8092,31.252
44.718,40.52
55.8,28.33
56.07,33.369
51.0983,35.4872
49.6244,37.323
51.711,35.5744
51.0989,35.4864
43.951,40.108
43.807,40.097
53.146,30.087
57.6528,36.1849
57.9213,36.6982
46.3112,36.2211
50.4686,34.4842
49.02,39.676
48.529,41.595
59.955,32.578
50.026,30.325
61.1486,36.5368
56.946,27.488
55.1075,30.1462
57.6817,30.4122
52.179,30.726
44.574,37.305
51.43,31.225
53.564,35.662
55.929,31.713
51.358,30.61
51.7061,32.5177
44.528,40.753
53.492,36.679
45.887,38.228
50.748,32.367
58.431,37.57
51.775,28.4
47.25,41.132
49.426,40.025
57.308,37.814
60.296,33.654
49.668,33.073
51.8842,35.2772
46.76,39.753
57.8227,37.4372
52.6026,29.5444
42.133,41.648
41.936,37.932
49.12,41.066
46.1229,37.9332
42.259,44.891
53.4207,35.5882
47.0146,35.2552
46.4006,24.9107
49.328,32.037
41.057,38.959
57.884,27.901
55.885,30.014
55.707,29.304
62.3183,27.3902
44.364,41.031
53.244,29.281
48.773,15.947
56.9507,33.6034
46.3433,38.0557
52.043,35.492
45.3606,38.316
47.271,38.27
51.3341,35.6973
51.386,35.747
51.257,35.812
51.425,35.833
51.522,35.774
51.568,35.808
50.0521,34.676
59.2187,35.347
60.5642,35.2944
50.9301,36.7859
47.3928,37.5794
41.512,39.643
50.745,36.1436
54.316,29.239
51.0,35.493
51.17,35.203
51.379,35.366
51.409,35.495
51.515,35.633
51.724,35.55
51.994,35.763
59.6275,36.2241
58.532,33.019
57.2485,34.9019
39.7756,40.9947
42.29,38.529
41.548,40.531
43.283,38.565
45.1933,38.4915
44.677,43.046
51.632,35.344
41.454,39.186
52.235,29.617
48.388,38.952
56.1123,22.1865
45.4142,38.6721
61.7159,30.8413
61.517,31.049
44.5498,38.4458
41.5651,43.7884
65.6053,26.3927
56.7719,35.5896
56.6077,30.8332
58.515,36.438
